Assembly_accession	Superkingdom	Species_taxid	Genome_size	Genome_sizeM
GCF_002630905.1	Viral	1982112	43786	0.041757584
GCF_000872225.1	Viral	379501	43787	0.041758537
GCF_000882655.1	Viral	348058	43790	0.041761398
GCF_000914675.1	Viral	1391659	43792	0.041763306
GCF_003575805.1	Viral	2268609	43792	0.041763306
GCF_003692475.1	Viral	2734291	43801	0.041771889
GCF_000859205.1	Viral	230158	43803	0.041773796
GCF_000893675.1	Viral	1985730	43803	0.041773796
GCF_002619365.1	Viral	2733590	43806	0.041776657
GCF_000920155.1	Viral	2003506	43812	0.041782379
GCF_002610955.1	Viral	1868598	43817	0.041787148
GCF_000915715.1	Viral	2560266	43826	0.041795731
GCF_002744035.1	Viral	2560792	43833	0.041802406
GCF_003441355.1	Viral	2733933	43833	0.041802406
GCF_000923035.1	Viral	1921547	43839	0.041808128
GCF_009860475.1	Viral	2686250	43845	0.04181385
GCF_000883015.1	Viral	2733591	43848	0.041816711
GCF_000841145.1	Viral	85154	43849	0.041817665
GCF_002622705.1	Viral	1982077	43849	0.041817665
GCF_000837405.1	Viral	106284	43858	0.041826248
GCF_004521615.1	Viral	2733598	43861	0.041829109
GCF_000859385.1	Viral	215167	43868	0.041835785
GCF_004340605.1	Viral	2733935	43872	0.0418396
GCF_001504695.1	Viral	1505027	43874	0.041841507
GCF_000860345.1	Viral	320844	43887	0.041853905
GCF_000954295.1	Viral	2560409	43908	0.041873932
GCF_003867175.1	Viral	2733338	43910	0.041875839
GCF_000870285.1	Viral	387907	43912	0.041877747
GCF_000886135.1	Viral	2733363	43918	0.041883469
GCF_001505035.1	Viral	1690817	43923	0.041888237
GCF_000882755.1	Viral	2733353	43928	0.041893005
GCF_000915675.1	Viral	1327037	43929	0.041893959
GCF_001501355.1	Viral	387908	43930	0.041894913
GCF_000860245.1	Viral	320843	43931	0.041895866
GCF_003059655.1	Viral	2733359	43934	0.041898727
GCF_000841185.1	Viral	1922212	43966	0.041929245
GCF_001503815.1	Viral	1636200	43969	0.041932106
GCF_003004825.1	Viral	2560399	43972	0.041934967
GCF_001500695.1	Viral	387910	43974	0.041936874
GCF_000871265.1	Viral	2733354	43974	0.041936874
GCF_000838205.2	Viral	173707	43991	0.041953087
GCF_000894315.1	Viral	2005699	43993	0.041954994
GCF_001503595.1	Viral	1229760	43995	0.041956902
GCF_001505875.1	Viral	1175662	44001	0.041962624
GCF_003867375.1	Viral	2733341	44001	0.041962624
GCF_002603385.1	Viral	2560470	44002	0.041963577
GCF_001504615.1	Viral	1636205	44005	0.041966438
GCF_000860365.1	Viral	320848	44006	0.041967392
GCF_003288535.1	Viral	2734110	44012	0.041973114
GCF_001041515.1	Viral	2733351	44014	0.041975021
GCF_000873965.1	Viral	440250	44025	0.041985512
GCF_003692235.1	Viral	2734225	44037	0.041996956
GCF_004367775.1	Viral	2733362	44042	0.042001724
GCF_002602585.1	Viral	2733939	44042	0.042001724
GCF_000867945.1	Viral	326036	44046	0.042005539
GCF_001754845.1	Viral	1980957	44050	0.042009354
GCF_001745515.1	Viral	1868596	44051	0.042010307
GCF_000868805.1	Viral	326037	44063	0.042021751
GCF_001755305.1	Viral	1792269	44071	0.042029381
GCF_000916135.1	Viral	1308897	44086	0.042043686
GCF_002582845.1	Viral	2733942	44107	0.042063713
GCF_003368685.1	Viral	2268607	44115	0.042071342
GCF_002622765.1	Viral	1982080	44120	0.042076111
GCF_002620825.1	Viral	1965490	44122	0.042078018
GCF_000866225.1	Viral	347326	44141	0.042096138
GCF_000897155.1	Viral	1193420	44148	0.042102814
GCF_002622825.1	Viral	1982083	44155	0.042109489
GCF_000915155.1	Viral	1980942	44156	0.042110443
GCF_002614165.1	Viral	2733601	44161	0.042115211
GCF_003441375.1	Viral	2733934	44171	0.042124748
GCF_000913115.1	Viral	1403390	44176	0.042129517
GCF_000848025.1	Viral	51369	44188	0.042140961
GCF_000868745.1	Viral	398839	44202	0.042154312
GCF_002578675.1	Viral	2733937	44216	0.042167664
GCF_000859445.1	Viral	320850	44218	0.042169571
GCF_002755335.1	Viral	2733900	44219	0.042170525
GCF_000910395.1	Viral	2005696	44226	0.0421772
GCF_004610715.1	Viral	2733597	44227	0.042178154
GCF_000916215.1	Viral	1432848	44233	0.042183876
GCF_000900575.1	Viral	1245890	44237	0.042187691
GCF_000907895.1	Viral	1273712	44239	0.042189598
GCF_002609585.1	Viral	2170174	44264	0.04221344
GCF_001736655.1	Viral	2560500	44283	0.04223156
GCF_000927535.1	Viral	1458861	44292	0.042240143
GCF_003575405.1	Viral	2733342	44293	0.042241096
GCF_001755245.1	Viral	2170172	44301	0.042248726
GCF_003692075.1	Viral	2734223	44312	0.042259216
GCF_000879115.1	Viral	2733355	44328	0.042274475
GCF_003867515.1	Viral	2733345	44331	0.042277336
GCF_000901775.1	Viral	2560283	44334	0.042280197
GCF_000915175.1	Viral	1279082	44352	0.042297363
GCF_003308155.1	Viral	2734284	44356	0.042301178
GCF_000859405.1	Viral	320842	44357	0.042302132
GCF_002578725.1	Viral	2733959	44364	0.042308807
GCF_001308815.1	Viral	1911008	44366	0.042310715
GCF_000899895.1	Viral	1197952	44377	0.042321205
GCF_001754725.1	Viral	2733588	44382	0.042325974
GCF_001500655.1	Viral	1920779	44384	0.042327881
GCF_000841245.1	Viral	12360	44385	0.042328835
GCF_002602105.1	Viral	2733608	44409	0.042351723
GCF_001041815.1	Viral	2733574	44420	0.042362213
GCF_003867495.1	Viral	2733344	44431	0.042372704
GCF_000954635.1	Viral	2733350	44433	0.042374611
GCF_002602985.1	Viral	1915207	44451	0.042391777
GCF_000860325.1	Viral	320840	44464	0.042404175
GCF_002757595.1	Viral	2169810	44468	0.04240799
GCF_002605045.1	Viral	2733600	44469	0.042408943
GCF_001505995.1	Viral	1555233	44470	0.042409897
GCF_002607285.1	Viral	2733346	44473	0.042412758
GCF_000913655.1	Viral	1962302	44480	0.042419434
GCF_002622805.1	Viral	1982082	44491	0.042429924
GCF_001504275.1	Viral	1921561	44504	0.042442322
GCF_000923915.1	Viral	1534553	44521	0.042458534
GCF_000900475.1	Viral	2733583	44527	0.042464256
GCF_000903555.1	Viral	1954378	44528	0.04246521
GCF_001503875.1	Viral	2733595	44530	0.042467117
GCF_002618805.1	Viral	1934428	44533	0.042469978
GCF_000930755.1	Viral	1519999	44537	0.042473793
GCF_000916415.1	Viral	1920780	44547	0.04248333
GCF_000923075.1	Viral	1458856	44549	0.042485237
GCF_007310875.1	Viral	2591131	44552	0.042488098
GCF_000843145.1	Viral	194966	44554	0.042490005
GCF_001746175.1	Viral	1868599	44556	0.042491913
GCF_000843545.1	Viral	270673	44566	0.04250145
GCF_001881975.1	Viral	1857099	44573	0.042508125
GCF_000896255.1	Viral	1168613	44574	0.042509079
GCF_000848805.1	Viral	12417	44575	0.042510033
GCF_000866925.1	Viral	329254	44578	0.042512894
GCF_000897135.1	Viral	1183239	44578	0.042512894
GCF_000845105.1	Viral	190061	44583	0.042517662
GCF_000886155.1	Viral	1920777	44592	0.042526245
GCF_001501315.1	Viral	1920778	44601	0.042534828
GCF_002602565.1	Viral	2560634	44615	0.04254818
GCF_003867355.1	Viral	2733340	44621	0.042553902
GCF_002618485.1	Viral	2733584	44627	0.042559624
GCF_002709945.1	Viral	2733602	44630	0.042562485
GCF_002624525.1	Viral	1985734	44638	0.042570114
GCF_000914055.1	Viral	1415145	44649	0.042580605
GCF_000871605.1	Viral	53369	44655	0.042586327
GCF_000901275.1	Viral	1188794	44658	0.042589188
GCF_000860205.1	Viral	320835	44669	0.042599678
GCF_000925715.1	Viral	1920781	44670	0.042600632
GCF_000907495.1	Viral	1316739	44674	0.042604446
GCF_002831005.1	Viral	2040659	44680	0.042610168
GCF_001500835.1	Viral	1720498	44687	0.042616844
GCF_002618765.1	Viral	2733604	44707	0.042635918
GCF_003692375.1	Viral	2734226	44709	0.042637825
GCF_000881295.1	Viral	2733936	44712	0.042640686
GCF_006965385.1	Viral	2588499	44717	0.042645454
GCF_000913195.1	Viral	1985736	44723	0.042651176
GCF_000905795.1	Viral	979726	44725	0.042653084
GCF_001470195.1	Viral	1980955	44750	0.042676926
GCF_001743535.1	Viral	683735	44763	0.042689323
GCF_001755225.1	Viral	2560491	44768	0.042694092
GCF_000847145.1	Viral	10724	44805	0.042729378
GCF_003059785.1	Viral	2733348	44822	0.04274559
GCF_000902175.1	Viral	1234701	44830	0.04275322
GCF_000870365.1	Viral	399185	44832	0.042755127
GCF_009671745.1	Viral	2576500	44835	0.042757988
GCF_000890555.1	Viral	190065	44838	0.042760849
GCF_002618785.1	Viral	2734001	44852	0.0427742
GCF_002619985.1	Viral	2733327	44853	0.042775154
GCF_000870305.1	Viral	387909	44854	0.042776108
GCF_000895135.1	Viral	1954379	44862	0.042783737
GCF_002744095.1	Viral	2041454	44867	0.042788506
GCF_000884875.1	Viral	2560842	44869	0.042790413
GCF_000902735.1	Viral	1147156	44915	0.042834282
GCF_000929555.1	Viral	2733949	44940	0.042858124
GCF_002958375.1	Viral	2733581	44966	0.042882919
GCF_002622785.1	Viral	1982081	44975	0.042891502
GCF_003575365.1	Viral	2733339	44978	0.042894363
GCF_002623345.1	Viral	1982574	44989	0.042904854
GCF_006530535.1	Viral	2588501	44993	0.042908669
GCF_001470515.1	Viral	1980956	45001	0.042916298
GCF_001502335.1	Viral	1674930	45024	0.042938232
GCF_001501775.1	Viral	1982221	45046	0.042959213
GCF_002624545.1	Viral	1985735	45056	0.04296875
GCF_001743975.2	Viral	2733335	45062	0.042974472
GCF_000857605.1	Viral	59506	45076	0.042987823
GCF_000917155.1	Viral	1458831	45102	0.043012619
GCF_000922495.1	Viral	1981027	45130	0.043039322
GCF_000874465.1	Viral	487152	45141	0.043049812
GCF_002604545.1	Viral	2733322	45145	0.043053627
GCF_001503995.1	Viral	2733594	45155	0.043063164
GCF_002607125.1	Viral	2733336	45157	0.043065071
GCF_000927475.1	Viral	2733580	45159	0.043066978
GCF_000842285.1	Viral	232237	45166	0.043073654
GCF_002622865.1	Viral	1982085	45166	0.043073654
GCF_002611705.1	Viral	1873778	45171	0.043078423
GCF_000901055.1	Viral	1147151	45173	0.04308033
GCF_000869785.1	Viral	187764	45181	0.043087959
GCF_002622745.1	Viral	1982079	45184	0.04309082
GCF_000900955.1	Viral	2733578	45195	0.043101311
GCF_000902395.1	Viral	1124578	45196	0.043102264
GCF_002956505.1	Viral	2560501	45201	0.043107033
GCF_002957545.1	Viral	2733328	45208	0.043113708
GCF_002743475.1	Viral	2733576	45210	0.043115616
GCF_002627925.1	Viral	2733952	45212	0.043117523
GCF_002617945.1	Viral	2733917	45223	0.043128014
GCF_003601335.1	Viral	2734273	45224	0.043128967
GCF_002614505.1	Viral	2733603	45242	0.043146133
GCF_002743595.1	Viral	2733932	45254	0.043157578
GCF_001503775.1	Viral	1582156	45260	0.0431633
GCF_000912915.1	Viral	1399949	45267	0.043169975
GCF_012593925.1	Viral	2202564	45267	0.043169975
GCF_000902415.1	Viral	1127518	45282	0.04318428
GCF_000903155.1	Viral	10689	45283	0.043185234
GCF_001551025.1	Viral	1982575	45294	0.043195724
GCF_000886435.1	Viral	648017	45298	0.043199539
GCF_001502595.1	Viral	1647309	45299	0.043200493
GCF_000902715.1	Viral	1147152	45310	0.043210983
GCF_001746155.1	Viral	1883202	45312	0.043212891
GCF_000873245.1	Viral	470314	45317	0.043217659
GCF_001743595.1	Viral	2560502	45331	0.04323101
GCF_003004815.1	Viral	2560398	45332	0.043231964
GCF_003764565.1	Viral	2733337	45336	0.043235779
GCF_000900695.1	Viral	1985729	45343	0.043242455
GCF_000904495.1	Viral	756280	45355	0.043253899
GCF_003181195.1	Viral	2560630	45355	0.043253899
GCF_001745295.1	Viral	2560632	45369	0.04326725
GCF_001501275.1	Viral	2733577	45375	0.043272972
GCF_000911455.1	Viral	2733922	45376	0.043273926
GCF_001501995.1	Viral	1647304	45379	0.043276787
GCF_002582805.1	Viral	2733889	45383	0.043280602
GCF_002956175.1	Viral	2047761	45401	0.043297768
GCF_002617905.1	Viral	2733892	45406	0.043302536
GCF_001041055.1	Viral	1981026	45415	0.043311119
GCF_004800895.1	Viral	2734197	45465	0.043358803
GCF_002608885.1	Viral	2733951	45477	0.043370247
GCF_002957385.1	Viral	2053697	45510	0.043401718
GCF_000905915.2	Viral	1147042	45517	0.043408394
GCF_000955435.1	Viral	1527536	45518	0.043409348
GCF_000860225.1	Viral	320839	45578	0.043466568
GCF_000903215.1	Viral	1124654	45588	0.043476105
GCF_002618505.1	Viral	2733585	45591	0.043478966
GCF_002956225.1	Viral	2560464	45642	0.043527603
GCF_000926095.1	Viral	1915206	45656	0.043540955
GCF_001501295.1	Viral	1628720	45659	0.043543816
GCF_000865925.1	Viral	348137	45661	0.043545723
GCF_000867845.1	Viral	360398	45666	0.043550491
GCF_002603885.1	Viral	1357706	45668	0.043552399
GCF_001754805.1	Viral	2170173	45677	0.043560982
GCF_001745775.1	Viral	2560267	45689	0.043572426
GCF_000905455.1	Viral	2733924	45698	0.043581009
GCF_000881155.1	Viral	624134	45708	0.043590546
GCF_001745595.1	Viral	2560492	45728	0.043609619
GCF_000883035.1	Viral	99179	45732	0.043613434
GCF_001503475.1	Viral	2560618	45751	0.043631554
GCF_000906175.1	Viral	2733930	45754	0.043634415
GCF_003023915.1	Viral	2733606	45757	0.043637276
GCF_002149385.1	Viral	2733946	45778	0.043657303
GCF_000842945.1	Viral	186152	45781	0.043660164
GCF_000897435.1	Viral	1176422	45794	0.043672562
GCF_002957445.1	Viral	2053812	45798	0.043676376
GCF_002628205.1	Viral	2733891	45799	0.04367733
GCF_003575725.1	Viral	2744412	45803	0.043681145
GCF_002957435.1	Viral	2053723	45845	0.043721199
GCF_000875025.1	Viral	424716	45852	0.043727875
GCF_001504575.1	Viral	1610509	45855	0.043730736
GCF_002958925.1	Viral	2560670	45861	0.043736458
GCF_000844285.1	Viral	190064	45863	0.043738365
GCF_002611585.1	Viral	2733923	45878	0.04375267
GCF_002630805.1	Viral	1915208	45966	0.043836594
GCF_000886975.1	Viral	1954380	45971	0.043841362
GCF_001041455.1	Viral	2733575	45972	0.043842316
GCF_001501215.1	Viral	1647305	45973	0.043843269
GCF_000858745.1	Viral	268748	45988	0.043857574
GCF_002627265.1	Viral	2733326	46006	0.043874741
GCF_010706305.1	Viral	2708562	46007	0.043875694
GCF_001745495.1	Viral	1883200	46013	0.043881416
GCF_001503235.1	Viral	2733888	46030	0.043897629
GCF_004521515.1	Viral	2733953	46048	0.043914795
GCF_002628185.1	Viral	2733890	46050	0.043916702
GCF_000910015.1	Viral	1195068	46060	0.043926239
GCF_000866045.1	Viral	344022	46061	0.043927193
GCF_001744275.1	Viral	2560499	46092	0.043956757
GCF_000857665.1	Viral	320841	46095	0.043959618
GCF_003369305.1	Viral	2733920	46112	0.04397583
GCF_002958225.1	Viral	2733579	46119	0.043982506
GCF_008939465.1	Viral	2599838	46133	0.043995857
GCF_001881875.1	Viral	1813769	46156	0.044017792
GCF_000911495.1	Viral	2040657	46160	0.044021606
GCF_000881855.1	Viral	575610	46166	0.044027328
GCF_000903295.1	Viral	1127515	46167	0.044028282
GCF_000902675.1	Viral	1147144	46180	0.04404068
GCF_002625365.1	Viral	2560264	46185	0.044045448
GCF_000902615.1	Viral	2560265	46194	0.044054031
GCF_001040975.1	Viral	2733916	46214	0.044073105
GCF_000888635.1	Viral	1146875	46220	0.044078827
GCF_002620125.1	Viral	2560273	46231	0.044089317
GCF_002629205.1	Viral	2560299	46240	0.0440979
GCF_001736815.1	Viral	2733334	46243	0.044100761
GCF_000867985.1	Viral	1985737	46264	0.044120789
GCF_006535715.1	Viral	2588502	46277	0.044133186
GCF_000921315.1	Viral	1548417	46300	0.044155121
GCF_000840805.1	Viral	188350	46326	0.044179916
GCF_000900335.1	Viral	2560684	46331	0.044184685
GCF_000892855.1	Viral	2560497	46339	0.044192314
GCF_001736415.1	Viral	1647471	46346	0.04419899
GCF_002149665.1	Viral	1391455	46348	0.044200897
GCF_000915555.1	Viral	1449437	46359	0.044211388
GCF_001505195.1	Viral	1984774	46368	0.044219971
GCF_000900875.1	Viral	1168612	46370	0.044221878
GCF_000901255.1	Viral	925983	46376	0.0442276
GCF_006965305.1	Viral	2591204	46380	0.044231415
GCF_003094015.1	Viral	2733330	46384	0.044235229
GCF_000910095.1	Viral	1277672	46395	0.04424572
GCF_002624005.1	Viral	1983740	46397	0.044247627
GCF_003093975.1	Viral	2733331	46408	0.044258118
GCF_000904075.1	Viral	73422	46423	0.044272423
GCF_003867095.1	Viral	2734245	46431	0.044280052
GCF_002957145.1	Viral	2734002	46439	0.044287682
GCF_000879735.1	Viral	484895	46440	0.044288635
GCF_001503515.1	Viral	2040655	46442	0.044290543
GCF_001551225.1	Viral	2560633	46451	0.044299126
GCF_000839005.1	Viral	129009	46459	0.044306755
GCF_000925695.1	Viral	1510440	46465	0.044312477
GCF_001502035.1	Viral	2034999	46470	0.044317245
GCF_000890915.1	Viral	190063	46477	0.044323921
GCF_001500955.1	Viral	1640969	46488	0.044334412
GCF_000914475.1	Viral	2040658	46508	0.044353485
GCF_000904515.1	Viral	889951	46543	0.044386864
GCF_000924995.1	Viral	2733941	46546	0.044389725
GCF_000906055.1	Viral	2733955	46548	0.044391632
GCF_000924195.1	Viral	1920995	46571	0.044413567
GCF_002755355.1	Viral	2733901	46591	0.04443264
GCF_000907375.1	Viral	190062	46604	0.044445038
GCF_000914135.1	Viral	1984775	46619	0.044459343
GCF_000901075.1	Viral	1921000	46635	0.044474602
GCF_000954995.1	Viral	2040656	46639	0.044478416
GCF_001736455.1	Viral	2049886	46677	0.044514656
GCF_000857645.1	Viral	320837	46681	0.044518471
GCF_000925935.1	Viral	2733931	46693	0.044529915
GCF_000895235.1	Viral	2733967	46703	0.044539452
GCF_002623465.1	Viral	2560272	46711	0.044547081
GCF_002958415.1	Viral	2560511	46726	0.044561386
GCF_002957455.1	Viral	2053813	46730	0.044565201
GCF_002958465.1	Viral	2560658	46756	0.044589996
GCF_000907755.1	Viral	1262532	46765	0.044598579
GCF_003183245.1	Viral	2182408	46771	0.044604301
GCF_000843265.1	Viral	194802	46829	0.044659615
GCF_000900515.1	Viral	1945565	46889	0.044716835
GCF_000865785.1	Viral	1920999	46896	0.044723511
GCF_002603305.1	Viral	2733965	46945	0.044770241
GCF_000895775.1	Viral	1109711	46959	0.044783592
GCF_000916175.1	Viral	1435411	46970	0.044794083
GCF_001015325.1	Viral	10713	46977	0.044800758
GCF_000904555.1	Viral	2733966	47027	0.044848442
GCF_000873225.1	Viral	438482	47031	0.044852257
GCF_000865245.1	Viral	355246	47045	0.044865608
GCF_000925075.1	Viral	2733928	47065	0.044884682
GCF_000916195.1	Viral	1432847	47068	0.044887543
GCF_000898175.1	Viral	2560692	47093	0.044911385
GCF_002755275.1	Viral	2733899	47122	0.044939041
GCF_000857465.1	Viral	172667	47162	0.044977188
GCF_000874045.1	Viral	2560595	47194	0.045007706
GCF_000839625.1	Viral	40631	47196	0.045009613
GCF_004138795.1	Viral	2734000	47201	0.045014381
GCF_000894675.1	Viral	1915209	47224	0.045036316
GCF_003093995.1	Viral	2733329	47225	0.04503727
GCF_011756555.1	Viral	2713256	47260	0.045070648
GCF_000921635.1	Viral	1920994	47276	0.045085907
GCF_002600755.1	Viral	2560474	47282	0.045091629
GCF_003093955.1	Viral	2733332	47282	0.045091629
GCF_010120085.1	Viral	2696375	47300	0.045108795
GCF_002618665.1	Viral	2734003	47364	0.04516983
GCF_000929515.1	Viral	1273711	47380	0.045185089
GCF_001736335.1	Viral	2560487	47399	0.045203209
GCF_001881715.1	Viral	2560471	47406	0.045209885
GCF_000896695.1	Viral	1982376	47416	0.045219421
GCF_001736995.1	Viral	2560490	47427	0.045229912
GCF_001470855.1	Viral	1701851	47432	0.04523468
GCF_003308095.1	Viral	2201455	47448	0.045249939
GCF_000910035.1	Viral	1327947	47472	0.045272827
GCF_006304545.1	Viral	2734231	47476	0.045276642
GCF_000865365.1	Viral	1966265	47484	0.045284271
GCF_002625825.1	Viral	2015828	47493	0.045292854
GCF_000849825.2	Viral	151528	47507	0.045306206
GCF_002608575.1	Viral	2560304	47559	0.045355797
GCF_000914615.1	Viral	1458846	47574	0.045370102
GCF_000921675.1	Viral	1920993	47690	0.045480728
GCF_000880695.1	Viral	504346	47708	0.045497894
GCF_000955395.1	Viral	1983741	47709	0.045498848
GCF_001754265.1	Viral	1718278	47711	0.045500755
GCF_001754765.2	Viral	2734276	47735	0.045523643
GCF_001503735.1	Viral	1567014	47736	0.045524597
GCF_000858165.1	Viral	101570	47738	0.045526505
GCF_000904395.1	Viral	754049	47750	0.045537949
GCF_006304615.1	Viral	2734232	47760	0.045547485
GCF_000909695.1	Viral	2560472	47815	0.045599937
GCF_000907035.1	Viral	2733894	47830	0.045614243
GCF_000873845.1	Viral	414970	47850	0.045633316
GCF_002149705.1	Viral	1567015	47861	0.045643806
GCF_002149505.1	Viral	1567009	47864	0.045646667
GCF_000896715.1	Viral	2733962	47890	0.045671463
GCF_000880575.1	Viral	561996	47900	0.045681
GCF_000903575.1	Viral	2169969	47932	0.045711517
GCF_000918355.1	Viral	1920996	47952	0.045730591
GCF_000908475.1	Viral	1983739	47955	0.045733452
GCF_001019815.1	Viral	2560473	47985	0.045762062
GCF_000895315.1	Viral	1105171	48001	0.045777321
GCF_000917195.1	Viral	1983738	48007	0.045783043
GCF_000914935.1	Viral	2734005	48023	0.045798302
GCF_000906595.1	Viral	1165702	48106	0.045877457
GCF_000893415.1	Viral	925984	48119	0.045889854
