Assembly_accession	superkingdom	genomic_size	Tools
GCF_002875885.1	Bacteria	5.60189724	Kraken2
GCF_002875905.1	Bacteria	5.615452766	Kraken2
GCF_002876915.1	Bacteria	5.646391869	Kraken2
GCF_002876325.1	Bacteria	5.658640862	Kraken2
GCF_002877365.1	Bacteria	4.802354813	Kraken2
GCF_002872765.1	Bacteria	5.599183083	Kraken2
GCF_002873195.1	Bacteria	5.432168007	Kraken2
GCF_002873335.1	Bacteria	4.980579376	Kraken2
GCF_002873395.1	Bacteria	3.654768944	Kraken2
GCF_002874415.1	Bacteria	4.993542671	Kraken2
GCF_900156745.1	Bacteria	6.013144493	Kraken2
GCF_003732465.1	Bacteria	5.77069664	Kraken2
GCF_900105275.1	Bacteria	9.988613129	Kraken2
GCF_900105415.1	Bacteria	8.571048737	Kraken2
GCF_900105915.1	Bacteria	7.725852966	Kraken2
GCF_900105235.1	Bacteria	7.850923538	Kraken2
GCF_900104935.1	Bacteria	8.323752403	Kraken2
GCF_900105775.1	Bacteria	7.802680016	Kraken2
GCF_900104865.1	Bacteria	8.089185715	Kraken2
GCF_900105525.1	Bacteria	8.058231354	Kraken2
GCF_900105245.1	Bacteria	8.547941208	Kraken2
GCF_900099875.1	Bacteria	6.201727867	Kraken2
GCF_900101045.1	Bacteria	5.980935097	Kraken2
GCF_900142835.1	Bacteria	4.523359299	Kraken2
GCF_900110945.1	Bacteria	3.700120926	Kraken2
GCF_900113185.1	Bacteria	4.150850296	Kraken2
GCF_900116125.1	Bacteria	6.948507309	Kraken2
GCF_900101225.1	Bacteria	7.126404762	Kraken2
GCF_900101205.1	Bacteria	6.996080399	Kraken2
GCF_900113225.1	Bacteria	5.651169777	Kraken2
GCF_900115075.1	Bacteria	4.588574409	Kraken2
GCF_900142825.1	Bacteria	4.268603325	Kraken2
GCF_900110275.1	Bacteria	6.820196152	Kraken2
GCF_900100205.1	Bacteria	6.209445	Kraken2
GCF_900110995.1	Bacteria	7.789723396	Kraken2
GCF_900114995.1	Bacteria	8.805153847	Kraken2
GCF_900104255.1	Bacteria	3.742637634	Kraken2
GCF_900109775.1	Bacteria	4.534312248	Kraken2
GCF_900116385.1	Bacteria	3.661040306	Kraken2
GCF_900129765.1	Bacteria	5.470396042	Kraken2
GCF_900101265.1	Bacteria	7.258961678	Kraken2
GCF_900108295.1	Bacteria	4.164092064	Kraken2
GCF_900103125.1	Bacteria	6.915877342	Kraken2
GCF_900110415.1	Bacteria	6.940749168	Kraken2
GCF_003003335.1	Bacteria	3.73820591	Kraken2
GCF_900100485.1	Bacteria	3.104230881	Kraken2
GCF_900112825.1	Bacteria	3.103700638	Kraken2
GCF_900113925.1	Bacteria	3.681434631	Kraken2
GCF_900110705.1	Bacteria	3.301412582	Kraken2
GCF_900101335.1	Bacteria	3.085990906	Kraken2
GCF_900112185.1	Bacteria	6.124986649	Kraken2
GCF_900167505.1	Bacteria	2.586699486	Kraken2
GCF_900105595.1	Bacteria	4.467151642	Kraken2
GCF_002564105.1	Bacteria	5.741309166	Kraken2
GCF_900116845.1	Bacteria	6.548797607	Kraken2
GCF_900100235.1	Bacteria	5.392023087	Kraken2
GCF_900112635.1	Bacteria	4.504301071	Kraken2
GCF_900104165.1	Bacteria	4.434642792	Kraken2
GCF_900115295.1	Bacteria	4.878356934	Kraken2
GCF_900109205.1	Bacteria	4.290433884	Kraken2
GCF_900107865.1	Bacteria	3.806948662	Kraken2
GCF_900104025.1	Bacteria	4.798577309	Kraken2
GCF_900129625.1	Bacteria	4.745219231	Kraken2
GCF_001758425.2	Bacteria	3.58355999	Kraken2
GCF_005780245.1	Bacteria	4.019898415	Kraken2
GCF_002025745.1	Bacteria	4.346157074	Kraken2
GCF_003148825.1	Bacteria	8.224485397	Kraken2
GCF_002741015.1	Bacteria	9.300116539	Kraken2
GCF_001858545.1	Bacteria	4.635209084	Kraken2
GCF_001858555.1	Bacteria	3.882884979	Kraken2
GCF_003797765.1	Bacteria	6.75967598	Kraken2
GCF_006543605.1	Bacteria	12.42251396	Kraken2
GCF_003797745.1	Bacteria	6.335385323	Kraken2
GCF_900103365.1	Bacteria	7.323363304	Kraken2
GCF_900104955.1	Bacteria	6.206632614	Kraken2
GCF_900104925.1	Bacteria	4.008136749	Kraken2
GCF_900142905.1	Bacteria	10.05838108	Kraken2
GCF_900104695.1	Bacteria	5.63058567	Kraken2
GCF_900129635.1	Bacteria	10.32176018	Kraken2
GCF_900107305.1	Bacteria	3.087375641	Kraken2
GCF_900129515.1	Bacteria	3.007170677	Kraken2
GCF_900103395.1	Bacteria	6.256579399	Kraken2
GCF_900099665.1	Bacteria	5.928710938	Kraken2
GCF_900129855.1	Bacteria	9.05305481	Kraken2
GCF_900129795.1	Bacteria	5.419223785	Kraken2
GCF_900107325.1	Bacteria	6.734883308	Kraken2
GCF_900109945.1	Bacteria	7.579853058	Kraken2
GCF_900103525.1	Bacteria	4.996451378	Kraken2
GCF_900188495.1	Bacteria	5.117800713	Kraken2
GCF_900177675.1	Bacteria	6.833493233	Kraken2
GCF_900112495.1	Bacteria	4.244634628	Kraken2
GCF_002797955.1	Bacteria	4.205209732	Kraken2
GCF_900110595.1	Bacteria	4.764615059	Kraken2
GCF_002245895.1	Bacteria	6.556724548	Kraken2
GCF_002846625.1	Bacteria	12.26769447	Kraken2
GCF_002813365.1	Bacteria	8.507106781	Kraken2
GCF_900104355.1	Bacteria	5.157601357	Kraken2
GCF_900101455.1	Bacteria	4.214504242	Kraken2
GCF_900101545.1	Bacteria	6.616271973	Kraken2
GCF_900112425.1	Bacteria	8.504415512	Kraken2
GCF_900111625.1	Bacteria	7.137378693	Kraken2
GCF_900215305.1	Bacteria	11.73502064	Kraken2
GCF_900230275.1	Bacteria	11.21980858	Kraken2
GCF_900168075.1	Bacteria	10.00339222	Kraken2
GCF_900230185.1	Bacteria	10.38702869	Kraken2
GCF_900230245.1	Bacteria	8.771421432	Kraken2
GCF_900168175.1	Bacteria	10.42280102	Kraken2
GCF_900230235.1	Bacteria	10.91382217	Kraken2
GCF_900215125.1	Bacteria	5.537460327	Kraken2
GCF_900142935.1	Bacteria	3.701205254	Kraken2
GCF_900141775.1	Bacteria	3.450395584	Kraken2
GCF_900114785.1	Bacteria	6.100158691	Kraken2
GCF_900099805.1	Bacteria	6.262956619	Kraken2
GCF_900115375.1	Bacteria	8.656888008	Kraken2
GCF_900107745.1	Bacteria	7.121219635	Kraken2
GCF_900105365.1	Bacteria	9.669436455	Kraken2
GCF_900105685.1	Bacteria	3.634140015	Kraken2
GCF_900105225.1	Bacteria	5.329987526	Kraken2
GCF_900100325.1	Bacteria	4.083283424	Kraken2
GCF_001931505.1	Bacteria	1.75903511	Kraken2
GCF_006120725.1	Bacteria	2.560947418	Kraken2
GCF_001748465.2	Bacteria	5.45857811	Kraken2
GCF_007954585.1	Bacteria	3.651181221	Kraken2
GCF_001971685.1	Bacteria	3.98750782	Kraken2
GCF_902366535.1	Bacteria	2.390863419	Kraken2
GCF_001867305.1	Bacteria	3.994053841	Kraken2
GCF_002242735.1	Bacteria	8.21589756	Kraken2
GCF_005870035.1	Bacteria	6.115686417	Kraken2
GCF_001717585.1	Bacteria	2.356343269	Kraken2
GCF_900105075.1	Bacteria	4.839817047	Kraken2
GCF_900109235.1	Bacteria	8.503944397	Kraken2
GCF_900104855.1	Bacteria	8.777929306	Kraken2
GCF_900103895.1	Bacteria	9.933028221	Kraken2
GCF_900142045.1	Bacteria	2.454408646	Kraken2
GCF_900111345.1	Bacteria	4.239294052	Kraken2
GCF_900103605.1	Bacteria	3.629463196	Kraken2
GCF_002813185.1	Bacteria	4.596859932	Kraken2
GCF_900113255.1	Bacteria	4.072152138	Kraken2
GCF_900111125.1	Bacteria	5.539370537	Kraken2
GCF_900142815.1	Bacteria	4.972241402	Kraken2
GCF_900112615.1	Bacteria	7.866182327	Kraken2
GCF_900113115.1	Bacteria	6.126976013	Kraken2
GCF_900109095.1	Bacteria	5.960399628	Kraken2
GCF_900114175.1	Bacteria	5.097286224	Kraken2
GCF_002797615.1	Bacteria	4.526369095	Kraken2
GCF_900116775.1	Bacteria	5.097084999	Kraken2
GCF_900116595.1	Bacteria	6.595315933	Kraken2
GCF_900188015.1	Bacteria	4.526097298	Kraken2
GCF_900106725.1	Bacteria	5.823835373	Kraken2
GCF_900110075.1	Bacteria	5.896903992	Kraken2
GCF_900110055.1	Bacteria	6.969861984	Kraken2
GCF_900109515.1	Bacteria	6.497636795	Kraken2
GCF_900114075.1	Bacteria	5.60418129	Kraken2
GCF_900106745.1	Bacteria	6.751373291	Kraken2
GCF_900215425.1	Bacteria	7.289543152	Kraken2
GCF_900109805.1	Bacteria	7.824717522	Kraken2
GCF_900106655.1	Bacteria	6.915852547	Kraken2
GCF_900107295.1	Bacteria	7.207886696	Kraken2
GCF_900115625.1	Bacteria	3.494226456	Kraken2
GCF_002875485.1	Bacteria	4.773257256	Kraken2
GCF_002876675.1	Bacteria	4.757698059	Kraken2
GCF_002875525.1	Bacteria	4.860196114	Kraken2
GCF_002876665.1	Bacteria	4.816897392	Kraken2
GCF_002876185.1	Bacteria	4.873188972	Kraken2
GCF_002877155.1	Bacteria	5.266781807	Kraken2
GCF_002877245.1	Bacteria	4.799825668	Kraken2
GCF_002877735.1	Bacteria	4.933699608	Kraken2
GCF_002874195.1	Bacteria	5.13301754	Kraken2
GCF_002873045.1	Bacteria	5.026729584	Kraken2
GCF_002874055.1	Bacteria	4.92561245	Kraken2
GCF_002872555.1	Bacteria	4.921610832	Kraken2
GCF_002872545.1	Bacteria	4.93405056	Kraken2
GCF_002287885.2	Bacteria	1.195601463	Kraken2
GCF_002607755.1	Bacteria	5.461312294	Kraken2
GCF_003096695.1	Bacteria	2.200858116	Kraken2
GCF_003991355.1	Bacteria	6.48223114	Kraken2
GCF_002288065.1	Bacteria	1.298443794	Kraken2
GCF_002288105.1	Bacteria	1.285307884	Kraken2
GCF_002288185.1	Bacteria	1.317167282	Kraken2
GCF_002287925.1	Bacteria	1.409915924	Kraken2
GCF_002287965.1	Bacteria	1.315013885	Kraken2
GCF_002288005.1	Bacteria	1.181100845	Kraken2
GCF_002288305.1	Bacteria	1.121981621	Kraken2
GCF_003966995.1	Bacteria	4.832139015	Kraken2
GCF_001932315.1	Bacteria	6.169783592	Kraken2
GCF_001932335.1	Bacteria	6.287043571	Kraken2
GCF_001932355.1	Bacteria	6.289625168	Kraken2
GCF_001932405.1	Bacteria	6.213837624	Kraken2
GCF_001932395.1	Bacteria	6.231064796	Kraken2
GCF_001932415.1	Bacteria	6.280949593	Kraken2
GCF_001932425.1	Bacteria	6.171200752	Kraken2
GCF_001932325.1	Bacteria	6.53131485	Kraken2
GCF_001705035.1	Bacteria	3.374698639	Kraken2
GCF_001932485.1	Bacteria	6.597752571	Kraken2
GCF_001932475.1	Bacteria	7.178524017	Kraken2
GCF_000764855.1	Bacteria	4.726884842	Kraken2
GCF_003426055.1	Bacteria	4.024068832	Kraken2
GCF_900095155.1	Bacteria	3.324079514	Kraken2
GCF_001705515.1	Bacteria	5.291028976	Kraken2
GCF_001712525.1	Bacteria	4.398118019	Kraken2
GCF_001712585.1	Bacteria	4.496040344	Kraken2
GCF_001712595.1	Bacteria	4.363022804	Kraken2
GCF_001712535.1	Bacteria	5.257863045	Kraken2
GCF_001712575.1	Bacteria	5.242156029	Kraken2
GCF_001721045.1	Bacteria	5.185975075	Kraken2
GCF_004801655.1	Bacteria	3.38137722	Kraken2
GCF_001703595.1	Bacteria	5.472196579	Kraken2
GCF_001742765.1	Bacteria	4.659926414	Kraken2
GCF_001708305.1	Bacteria	2.197262764	Kraken2
GCF_001999725.1	Bacteria	3.676671982	Kraken2
GCF_001936615.1	Bacteria	5.133394241	Kraken2
GCF_001721295.1	Bacteria	3.969730377	Kraken2
GCF_003335215.1	Bacteria	2.544914246	Kraken2
GCF_004761875.1	Bacteria	3.810641289	Kraken2
GCF_002104475.1	Bacteria	4.361974716	Kraken2
GCF_002201315.1	Bacteria	3.657558441	Kraken2
GCF_003950325.1	Bacteria	2.024840355	Kraken2
GCF_002095395.1	Bacteria	5.784191132	Kraken2
GCF_001705665.1	Bacteria	4.151360512	Kraken2
GCF_002742335.1	Bacteria	4.477891922	Kraken2
GCF_902375425.1	Bacteria	4.54117012	Kraken2
GCF_902386075.1	Bacteria	3.937653542	Kraken2
GCF_002742265.1	Bacteria	4.461295128	Kraken2
GCF_002742285.1	Bacteria	2.881522179	Kraken2
GCF_002742365.1	Bacteria	3.555377007	Kraken2
GCF_002742325.1	Bacteria	3.294235229	Kraken2
GCF_001705465.1	Bacteria	4.528166771	Kraken2
GCF_001747095.1	Bacteria	4.420248032	Kraken2
GCF_001717545.1	Bacteria	2.844238281	Kraken2
GCF_900095305.1	Bacteria	3.017571449	Kraken2
GCF_001870515.1	Bacteria	2.588575363	Kraken2
GCF_001746365.1	Bacteria	8.879065514	Kraken2
GCF_001746295.1	Bacteria	10.62515163	Kraken2
GCF_000160955.1	Bacteria	5.356296539	Kraken2
GCF_001714975.1	Bacteria	4.281344414	Kraken2
GCF_001714945.1	Bacteria	4.246668816	Kraken2
GCF_001714965.1	Bacteria	4.370959282	Kraken2
GCF_001714955.1	Bacteria	4.41607666	Kraken2
GCF_001881025.1	Bacteria	3.862138748	Kraken2
GCF_000807775.1	Bacteria	5.388632774	Kraken2
GCF_002742385.2	Bacteria	2.508752823	Kraken2
GCF_001715385.1	Bacteria	3.170653343	Kraken2
GCF_002157795.1	Bacteria	4.339603424	Kraken2
GCF_002157735.2	Bacteria	3.259166718	Kraken2
GCF_001719255.1	Bacteria	0.387117386	Kraken2
GCF_001719245.1	Bacteria	0.378756523	Kraken2
GCF_001719355.1	Bacteria	0.374067307	Kraken2
GCF_001719325.1	Bacteria	0.455717087	Kraken2
GCF_001719525.1	Bacteria	0.394176483	Kraken2
GCF_001719415.1	Bacteria	0.535205841	Kraken2
GCF_001719475.1	Bacteria	0.346972466	Kraken2
GCF_001719545.1	Bacteria	0.211370468	Kraken2
GCF_001719505.1	Bacteria	0.547327042	Kraken2
GCF_002157755.1	Bacteria	5.243327141	Kraken2
GCF_001707755.1	Bacteria	2.988760948	Kraken2
GCF_003481265.1	Bacteria	2.584843636	Kraken2
GCF_902363535.1	Bacteria	1.904618263	Kraken2
GCF_003403095.1	Bacteria	4.540037155	Kraken2
GCF_900095615.1	Bacteria	3.187415123	Kraken2
GCF_002940185.1	Bacteria	4.815593719	Kraken2
GCF_900177245.1	Bacteria	3.811133385	Kraken2
GCF_002101395.1	Bacteria	4.167941093	Kraken2
GCF_001742745.1	Bacteria	3.254583359	Kraken2
GCF_001720395.1	Bacteria	3.764871597	Kraken2
GCF_001983935.1	Bacteria	8.613647461	Kraken2
GCF_001878775.1	Bacteria	3.118327141	Kraken2
GCF_001878835.1	Bacteria	2.945402145	Kraken2
GCF_002741945.1	Bacteria	3.766195297	Kraken2
GCF_001831375.1	Bacteria	4.975418091	Kraken2
GCF_000332295.1	Bacteria	5.54496479	Kraken2
GCF_001719615.1	Bacteria	3.737938881	Kraken2
GCF_002117935.1	Bacteria	4.818531036	Kraken2
GCF_900095725.1	Bacteria	4.34637928	Kraken2
GCF_900117415.1	Bacteria	5.814129829	Kraken2
GCF_900117455.1	Bacteria	3.890968323	Kraken2
GCF_900117445.1	Bacteria	3.941460609	Kraken2
GCF_900117425.1	Bacteria	4.40174675	Kraken2
GCF_004135585.1	Bacteria	5.868141174	Kraken2
GCF_900098745.1	Bacteria	3.569972038	Kraken2
GCF_001722075.1	Bacteria	3.592940331	Kraken2
GCF_001722145.1	Bacteria	4.367432594	Kraken2
GCF_001722135.1	Bacteria	4.061970711	Kraken2
GCF_001722155.1	Bacteria	4.526223183	Kraken2
GCF_001722125.1	Bacteria	4.422222137	Kraken2
GCF_001722205.1	Bacteria	4.14552021	Kraken2
GCF_001929405.1	Bacteria	5.870974541	Kraken2
GCF_001953635.1	Bacteria	4.283911705	Kraken2
GCF_003610785.1	Bacteria	6.852366447	Kraken2
GCF_003626635.1	Bacteria	6.829341888	Kraken2
GCF_003583405.1	Bacteria	5.763876915	Kraken2
GCF_003815015.1	Bacteria	2.103476524	Kraken2
GCF_001922955.1	Bacteria	4.680459976	Kraken2
GCF_001722105.1	Bacteria	3.365519524	Kraken2
GCF_002139465.1	Bacteria	1.52438736	Kraken2
GCF_002139455.1	Bacteria	1.672323227	Kraken2
GCF_002139495.1	Bacteria	1.534287453	Kraken2
GCF_002139505.1	Bacteria	1.557443619	Kraken2
GCF_002138695.1	Bacteria	1.574749947	Kraken2
GCF_002139535.1	Bacteria	1.507381439	Kraken2
GCF_002138705.1	Bacteria	1.550252914	Kraken2
GCF_002139545.1	Bacteria	1.523968697	Kraken2
GCF_002139575.1	Bacteria	1.560750961	Kraken2
GCF_002139585.1	Bacteria	1.684120178	Kraken2
GCF_002138715.1	Bacteria	1.687930107	Kraken2
GCF_002138755.1	Bacteria	1.562969208	Kraken2
GCF_002139615.1	Bacteria	1.644346237	Kraken2
GCF_002139625.1	Bacteria	1.542490959	Kraken2
GCF_002139665.1	Bacteria	1.506727219	Kraken2
GCF_002138775.1	Bacteria	1.505646706	Kraken2
GCF_002138785.1	Bacteria	1.631528854	Kraken2
GCF_002138795.1	Bacteria	1.533090591	Kraken2
GCF_002139655.1	Bacteria	1.603336334	Kraken2
GCF_002138835.1	Bacteria	1.576684952	Kraken2
GCF_002139695.1	Bacteria	1.598502159	Kraken2
GCF_002138895.1	Bacteria	1.577015877	Kraken2
GCF_002138855.1	Bacteria	1.559453964	Kraken2
GCF_002138865.1	Bacteria	1.573143959	Kraken2
GCF_002138915.1	Bacteria	1.507693291	Kraken2
GCF_002139705.1	Bacteria	1.602988243	Kraken2
GCF_002138935.1	Bacteria	1.602161407	Kraken2
GCF_002138945.1	Bacteria	1.537045479	Kraken2
GCF_002138975.1	Bacteria	1.530316353	Kraken2
GCF_002138995.1	Bacteria	1.55809021	Kraken2
GCF_002139745.1	Bacteria	1.64952755	Kraken2
GCF_002139015.1	Bacteria	1.583914757	Kraken2
GCF_002139025.1	Bacteria	1.530533791	Kraken2
GCF_002139055.1	Bacteria	1.709047318	Kraken2
GCF_002139735.1	Bacteria	1.578568459	Kraken2
GCF_002139775.1	Bacteria	1.581788063	Kraken2
GCF_002139075.1	Bacteria	1.570053101	Kraken2
GCF_002139105.1	Bacteria	1.546242714	Kraken2
GCF_002139095.1	Bacteria	1.640258789	Kraken2
GCF_002139135.1	Bacteria	1.453542709	Kraken2
GCF_002139155.1	Bacteria	1.55851841	Kraken2
GCF_002139795.1	Bacteria	1.449292183	Kraken2
GCF_002139825.1	Bacteria	1.584565163	Kraken2
GCF_002139175.1	Bacteria	1.656409264	Kraken2
GCF_002139815.1	Bacteria	1.581711769	Kraken2
GCF_002139185.1	Bacteria	1.481822014	Kraken2
GCF_002075365.1	Bacteria	3.549186707	Kraken2
GCF_001717465.1	Bacteria	2.889443398	Kraken2
GCF_900143115.1	Bacteria	3.110998154	Kraken2
GCF_001720465.1	Bacteria	2.876810074	Kraken2
GCF_002300465.1	Bacteria	3.274308205	Kraken2
GCF_900143015.1	Bacteria	3.634619713	Kraken2
GCF_900142485.1	Bacteria	3.696149826	Kraken2
GCF_900177805.1	Bacteria	3.674461365	Kraken2
GCF_003148985.1	Bacteria	3.350967407	Kraken2
GCF_900142945.1	Bacteria	3.681915283	Kraken2
GCF_900129525.1	Bacteria	3.352033615	Kraken2
GCF_900129735.1	Bacteria	3.658406258	Kraken2
GCF_900142535.1	Bacteria	3.412817001	Kraken2
GCF_900142475.1	Bacteria	3.570355415	Kraken2
GCF_900142505.1	Bacteria	3.612121582	Kraken2
GCF_900142465.1	Bacteria	3.789527893	Kraken2
GCF_900129715.1	Bacteria	3.65781498	Kraken2
GCF_900142455.1	Bacteria	3.136914253	Kraken2
GCF_900142495.1	Bacteria	3.562205315	Kraken2
GCF_900141705.1	Bacteria	3.12858963	Kraken2
GCF_900143055.1	Bacteria	3.426078796	Kraken2
GCF_003149045.1	Bacteria	3.485143661	Kraken2
GCF_002300445.1	Bacteria	3.263876915	Kraken2
GCF_003014635.1	Bacteria	2.852438927	Kraken2
GCF_002797675.1	Bacteria	3.019517899	Kraken2
GCF_002846255.1	Bacteria	3.881182671	Kraken2
GCF_900142545.1	Bacteria	3.376716614	Kraken2
GCF_900230125.1	Bacteria	3.6796875	Kraken2
GCF_900111475.1	Bacteria	4.331978798	Kraken2
GCF_003590485.1	Bacteria	5.587915421	Kraken2
GCF_003590475.1	Bacteria	6.480038643	Kraken2
GCF_003697865.1	Bacteria	5.171226501	Kraken2
GCF_002796545.1	Bacteria	8.857414246	Kraken2
GCF_004210215.1	Bacteria	3.850697517	Kraken2
GCF_001752365.1	Bacteria	3.370910645	Kraken2
GCF_001895105.1	Bacteria	7.366132736	Kraken2
GCF_001968815.1	Bacteria	5.807397842	Kraken2
GCF_003590315.1	Bacteria	4.895689964	Kraken2
GCF_003054965.1	Bacteria	3.625044823	Kraken2
GCF_003590335.1	Bacteria	5.064847946	Kraken2
GCF_001968825.1	Bacteria	3.361526489	Kraken2
GCF_001886615.1	Bacteria	3.422035217	Kraken2
GCF_001721255.1	Bacteria	5.401727676	Kraken2
GCF_001743015.1	Bacteria	4.440882683	Kraken2
GCF_001742985.1	Bacteria	3.924056053	Kraken2
GCF_001742995.1	Bacteria	4.436055183	Kraken2
GCF_001743055.1	Bacteria	4.533836365	Kraken2
GCF_001743005.1	Bacteria	4.250504494	Kraken2
GCF_001941685.1	Bacteria	5.773194313	Kraken2
GCF_002174305.1	Bacteria	3.870241165	Kraken2
GCF_001792795.1	Bacteria	1.158418655	Kraken2
GCF_002863805.1	Bacteria	3.082652092	Kraken2
GCF_003344765.1	Bacteria	4.094743729	Kraken2
GCF_001895145.1	Bacteria	2.995922089	Kraken2
GCF_902363285.1	Bacteria	3.006843567	Kraken2
GCF_002735925.1	Bacteria	3.621970177	Kraken2
GCF_902362365.1	Bacteria	3.123480797	Kraken2
GCF_003268275.1	Bacteria	2.917998314	Kraken2
GCF_900176495.1	Bacteria	3.29294014	Kraken2
GCF_002313045.1	Bacteria	2.30947876	Kraken2
GCF_002933875.1	Bacteria	3.591454506	Kraken2
GCF_001730465.1	Bacteria	4.489857674	Kraken2
GCF_001730395.1	Bacteria	4.433943748	Kraken2
GCF_001730405.1	Bacteria	4.52477169	Kraken2
GCF_001730475.1	Bacteria	4.375500679	Kraken2
GCF_001730415.1	Bacteria	4.387390137	Kraken2
GCF_001730385.1	Bacteria	4.451117516	Kraken2
GCF_001730485.1	Bacteria	4.415799141	Kraken2
GCF_002037565.1	Bacteria	5.049636841	Kraken2
GCF_001864835.1	Bacteria	3.655455589	Kraken2
GCF_001864845.1	Bacteria	3.513585091	Kraken2
GCF_001865055.1	Bacteria	3.530157089	Kraken2
GCF_001864855.1	Bacteria	3.65126133	Kraken2
GCF_001864905.1	Bacteria	3.647393227	Kraken2
GCF_001865065.1	Bacteria	3.892396927	Kraken2
GCF_001864895.1	Bacteria	3.528335571	Kraken2
GCF_001864935.1	Bacteria	3.499943733	Kraken2
GCF_001865095.1	Bacteria	3.820685387	Kraken2
GCF_001865105.1	Bacteria	3.819490433	Kraken2
GCF_001864975.1	Bacteria	3.690932274	Kraken2
GCF_001864985.1	Bacteria	3.480334282	Kraken2
GCF_001865015.1	Bacteria	3.777923584	Kraken2
GCF_001865135.1	Bacteria	3.704795837	Kraken2
GCF_001864945.1	Bacteria	3.359152794	Kraken2
GCF_001865025.1	Bacteria	3.958456039	Kraken2
GCF_001856865.2	Bacteria	5.592230797	Kraken2
GCF_003335045.1	Bacteria	4.902276993	Kraken2
GCF_001777155.1	Bacteria	4.543542862	Kraken2
GCF_002993975.1	Bacteria	1.412988663	Kraken2
GCF_900099115.1	Bacteria	6.092941284	Kraken2
GCF_002355895.1	Bacteria	1.858568192	Kraken2
GCF_003860405.1	Bacteria	3.26180172	Kraken2
GCF_002173415.2	Bacteria	3.137915611	Kraken2
GCF_003259695.1	Bacteria	2.411600113	Kraken2
GCF_003259675.1	Bacteria	2.329595566	Kraken2
GCF_002095435.2	Bacteria	5.875553131	Kraken2
GCF_001316805.2	Bacteria	5.149059296	Kraken2
GCF_001974575.1	Bacteria	5.605269432	Kraken2
GCF_001974565.1	Bacteria	5.476446152	Kraken2
GCF_001855555.1	Bacteria	4.589532852	Kraken2
GCF_001969445.1	Bacteria	4.234786987	Kraken2
GCF_003573575.1	Bacteria	2.296362877	Kraken2
GCF_900155525.1	Bacteria	3.348901749	Kraken2
GCF_900108345.1	Bacteria	4.780280113	Kraken2
GCF_900104665.1	Bacteria	2.517225266	Kraken2
GCF_001762325.1	Bacteria	1.783379555	Kraken2
GCF_001762345.1	Bacteria	1.671373367	Kraken2
GCF_001762365.1	Bacteria	1.810855865	Kraken2
GCF_001762375.1	Bacteria	1.810991287	Kraken2
GCF_001762405.1	Bacteria	1.681009293	Kraken2
GCF_001762425.1	Bacteria	1.740111351	Kraken2
GCF_001762445.1	Bacteria	1.808430672	Kraken2
GCF_001762495.1	Bacteria	1.80862236	Kraken2
GCF_001762515.1	Bacteria	1.580580711	Kraken2
GCF_001762535.1	Bacteria	1.885089874	Kraken2
GCF_001762705.1	Bacteria	1.687021255	Kraken2
GCF_001762735.1	Bacteria	1.66754818	Kraken2
GCF_001762755.1	Bacteria	1.706341743	Kraken2
GCF_001762785.1	Bacteria	1.755652428	Kraken2
GCF_001762775.1	Bacteria	1.818648338	Kraken2
GCF_001762815.1	Bacteria	1.843380928	Kraken2
GCF_001762835.1	Bacteria	1.79921627	Kraken2
GCF_001762855.1	Bacteria	1.652180672	Kraken2
GCF_001762865.1	Bacteria	1.689986229	Kraken2
GCF_001763075.1	Bacteria	1.783025742	Kraken2
GCF_001763095.1	Bacteria	1.750731468	Kraken2
GCF_001763115.1	Bacteria	1.685308456	Kraken2
GCF_001763125.1	Bacteria	1.681922913	Kraken2
GCF_001763155.1	Bacteria	1.680912971	Kraken2
GCF_001763175.1	Bacteria	1.685808182	Kraken2
GCF_001763195.1	Bacteria	1.817864418	Kraken2
GCF_001763205.1	Bacteria	1.674694061	Kraken2
GCF_001763235.1	Bacteria	1.750500679	Kraken2
GCF_001763255.1	Bacteria	1.751162529	Kraken2
GCF_001764255.1	Bacteria	1.717219353	Kraken2
GCF_002148625.1	Bacteria	4.790358543	Kraken2
GCF_001975685.1	Bacteria	2.221881866	Kraken2
GCF_002157875.1	Bacteria	2.803098679	Kraken2
GCF_002162355.1	Bacteria	5.069225311	Kraken2
GCF_003233755.1	Bacteria	3.438262939	Kraken2
GCF_001939735.1	Bacteria	6.271066666	Kraken2
GCF_003056015.1	Bacteria	0.966359138	Kraken2
GCF_001764115.1	Bacteria	1.576438904	Kraken2
